#;Project;Commit ID;Issue Type;Parent Issue;Status;Priority;Subject;Author;Assignee;Category;Target Version;Start Date;Created;Updated;Closed;Due Date;Estimated;% Done;Create Prev Commit; Created Next Commit;Updated Prev Commit;Updated Next Commit;Closed Prev Commit;Closed NExt Commit;Description
74361;TYPO3 CMS - What's New;null;Task;Task #71546: Transfer TYPO3 CMS 7.6 slides to git.typo3.org;Resolved;Should have;Transfer TYPO3 CMS 7.6 slides to git.typo3.org (Dutch, French, Greek, Italian, Spanish);Michael Schams;Michael Schams;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);null;Sun Mar 06 02:13:00 EET 2016;Sun Mar 06 02:32:00 EET 2016;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"'"
73465;Extbase Book Translation;null;Suggestion;;New;Should have;Change db fieldnames from l18n_* to l10n_*;Tobias Schächtelin;;;;null;Tue Feb 16 09:16:00 EET 2016;Tue Feb 16 09:16:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"This task applies to the following languages: Dutch, French, Greek, Italian and Spanish.'"
73171;Documentation;null;Bug;;Resolved;Must have;Extension repository - most links to manuals (and source)  are gone;Kurt Ludikovsky;;Documentation on typo3.org;;null;Sun Feb 07 18:31:00 EET 2016;Wed Feb 17 20:07:00 EET 2016;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"since @l18n@ (as in @l18n_parent@ and @l18n_diffsource@) is semantically wrong and it is my understanding that recent db tables as well as the Extension Builder use @l10n_parent@ and @l10n_diffsource@, shouldn't this be changed throughout the book, maybe with an aditional note explaining the continuous usage of the old naming in existing tables.What do you think? I would be willing to pull request those changes, of course.BestTobias'"
73031;Security Guide;null;Task;;Needs Feedback;Should have;Add advice regarding php executables in fileadmin;Helmut Hummel;Helmut Hummel;Guidelines for Administrators;;null;Sat Jan 30 13:58:00 EET 2016;Mon Feb 01 11:50:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"While some extensions might not have a manual, there are several where I already have used the manual a few days ago.Attached screenshot shows the current situation where e.g. direc_mail has no manual. Also newsletter has no manual.(I hope this is not just because there is an update. Does not seem to be.)'"
72963;Documentation;null;Task;;Under Review;Must have;Online Extbase and Fluid Guide not in english;Christian Toffolo;Martin Bless;Documentation on typo3.org;;null;Wed Jan 27 13:01:00 EET 2016;Mon Mar 07 16:18:00 EET 2016;null;null;;50;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"However fileadmin and typo3temp and uploads cannot be write protected be definition.These folders should be excluded in the webserver configuration from executing PHP files.'"
72796;Documentation Rendering;null;Task;;Accepted;Must have;Switch manual TypoScriptSyntax Reference to new theme;Martin Bless;Martin Bless;;;null;Mon Jan 18 18:22:00 EET 2016;Mon Jan 18 18:22:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"is in german, should be english'"
72729;Documentation;null;Suggestion;;New;Should have;Use Markdown and Gitbook instead of rst and Sphinx;Ingo Pfennigstorf;;;;null;Fri Jan 15 13:13:00 EET 2016;Fri Jan 15 14:46:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
72696;Documentation Rendering;null;Task;;Resolved;Must have;Set up rendering of core system extensions for branch 7.6;Martin Bless;Martin Bless;;;null;Thu Jan 14 00:26:00 EET 2016;Wed Jan 27 17:08:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"Using sphinx also creates quite an overhead and needs to be installed locally in order to compile and view documentation. A great service taking care of this problem is https://www.gitbook.com where anyone can write documentation in markdown and add collaborators to a project.This would rather simplify the process of writing documentation.'"
72622;wiki.typo3.org;null;Bug;;Closed;Should have;Fluid description is incomplete;Kurt Ludikovsky;;;;null;Sun Jan 10 15:13:00 EET 2016;Wed Apr 06 14:57:00 EEST 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
72430;Documentation Rendering;null;Bug;Epic #57147: Rework design and general content of docs.typo3.org;Under Review;Should have;Create installer for 'typoscript.py';Martin Bless;Martin Bless;;;null;Wed Dec 23 22:47:00 EET 2015;Thu Jan 14 16:38:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"https://wiki.typo3.org/Fluid#f:foras the class from the statement is not reflected in the result-output.'"
72376;wiki.typo3.org;null;Task;;Resolved;Should have;Update MediaWiki to 1.26.2;Chris topher;Chris topher;;;null;Mon Dec 21 22:08:00 EET 2015;Mon Dec 21 22:08:00 EET 2015;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
72329;Documentation Rendering;null;Feature;Epic #57147: Rework design and general content of docs.typo3.org;Accepted;Must have;"Prepare a 7.6 IntroductionPackage for the ""Glue Pages""";Martin Bless;Martin Bless;;;null;Fri Dec 18 23:27:00 EET 2015;Fri Dec 18 23:27:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"Also check extensions, which might be vulnerable as well.'"
72328;Documentation Rendering;null;Bug;Epic #57147: Rework design and general content of docs.typo3.org;Accepted;Should have;Clean the _static folder of new theme t3SphinxThemeRtd;Martin Bless;Martin Bless;;;null;Fri Dec 18 23:18:00 EET 2015;Fri Dec 18 23:18:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"I'm planning to use a TYPO3 7.6 LTS installation for the glue page. Start would be the official Introduction Package. Visual appearance and contents needs to be tailored to documentation.'"
72327;Documentation Rendering;null;Task;Epic #57147: Rework design and general content of docs.typo3.org;New;Must have;Have the TerDocRenderer report the reason when build fails;Martin Bless;Xavier Perseguers;;;null;Fri Dec 18 22:48:00 EET 2015;Fri Dec 18 22:51:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
72323;wiki.typo3.org;null;Task;;Resolved;Should have;Update MediaWiki to 1.26.1;Chris topher;Chris topher;;;null;Fri Dec 18 14:15:00 EET 2015;Fri Dec 18 14:19:00 EET 2015;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"However, if a SEVERE Sphinx error is hit there will be no result at all and thus no 'warnings.txt' too.We need to provide info about why rendering failed. For example, by sending a mail to the address in ext_emconf.php or by always providing a result Index.html and the 'warnings.txt independent of what error occurred.'"
71900;Coding Guidelines;null;Task;;Resolved;Should have;Update to PSR-2;Hannes Lau;Chris topher;;;null;Fri Nov 27 20:05:00 EET 2015;Sat Nov 28 15:39:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"Also check extensions, which might be vulnerable as well.'"
71882;Documentation Rendering;null;Task;Epic #57147: Rework design and general content of docs.typo3.org;Accepted;Must have;Better use 'git reset --hard'?;Martin Bless;Xavier Perseguers;;;null;Fri Nov 27 10:30:00 EET 2015;Fri Dec 18 22:53:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"https://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/GeneralRequirementsForPhpFiles/Index.htmlhttps://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/PhpSyntaxFormatting/Index.htmlThe information on this pages is outdated. As an example, right now, the ''Update Whitespace and indentation section'' reads> TYPO3 uses tab characters to indent source code. One indentation level is one tab.This is misleading, as PSR-2 uses whitespaces for indentation. It might be possible to drop the sections concerning PHP alltogether and replace it with ''Use PSR-2''. '"
71852;wiki.typo3.org;null;Bug;;New;Should have;Syntax highlighting for TypoScript (<TS> tag) does no longer work (Pygments);Chris topher;;;;null;Thu Nov 26 11:35:00 EET 2015;Tue Feb 02 21:58:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"Shouldn't that be a `git reset --hard`?Same in ''cron_rebuild-2015-10.sh'':https://github.com/marble/typo3-docs-typo3-org-resources/blob/master/userroot/scripts/bin/cron_rebuild-2015-10.sh#L430We will have to check for more occurrences.'"
71848;Documentation;null;Bug;;Closed;Should have;rtehtmlarea 7.6.0 - No link classes to choose in RTE link wizard;Thorsten Geißler;;;;null;Thu Nov 26 09:32:00 EET 2015;Thu Nov 26 11:12:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"TypoScript (<TS> tag) is still recognized on Special:Version and text also gets the ''mw-highlight'' class put around it, but it does no longer get highlighted.Our extension SyntaxHighlight_GeSHi_Typo3WikiExtension uses the language name ''typoscript'' for the highlighting of this tag, but Pygments currently does not know this language name. In fact, it currently does not support TypoScript - no matter with which language name.Michiel Roos has written a lexer for it: https://github.com/Tuurlijk/Pygments-TypoScript-LexerCheck https://bitbucket.org/birkenfeld/pygments-main/issues/1173/add-typoscript-support, which aims at getting it integrated into Pygments. '"
71842;Documentation Rendering;null;Task;Epic #57147: Rework design and general content of docs.typo3.org;Accepted;Should have;Handling of README.rst;Martin Bless;;;;null;Wed Nov 25 20:24:00 EET 2015;Sat Mar 05 16:39:00 EET 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
71833;wiki.typo3.org;null;Bug;;Resolved;Should have;Solve a number of security issues in WikiCategoryTagCloud;Chris topher;Chris topher;;;null;Wed Nov 25 14:13:00 EET 2015;Wed Nov 25 14:15:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"contain code to cope with documentation projects that only have a PROJECT/README.* file.This is obsolete. The code to handle README.* should be removed. Instead a canonical documentation structure with at least<pre>PROJECT/Documentation/Index.rstPROJECT/Documentation/Settings.cfg</pre>is required (= canonical structure)So the general rules for documentation projects are:- Documentation projects MUST have the right file structure (= canonical, see above)- For TYPO3 CMS extensions a preprocessor will create that structure ''on the fly'' when there's only a README. That preprocessor already exists.- For other projects, like Github projects, nothing be rendered at the moment if there only is a README, as we don't have a preprocessor for those projects at the moment.'"
71811;TYPO3 CMS - What's New;null;Bug;;New;Should have;Slide for #63406 suggests new feature instead of feature fix;Pierrick Caillon;;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);null;Tue Nov 24 21:32:00 EET 2015;Tue Nov 24 21:32:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"* SECURITY: XSS vector with the following extension parameters (as in <tagcloud some_param=''value''>): style, class, linkstyle, linkclass* SECURITY: possible SQL injection point with the exclude parameter (<tagcloud>exclude=SomeCategory,Another</tagcloud) -- the code now uses Database's makeList() properly and should be secure.* SECURITY: made WikiCategoryTagCloud::getBoxExtensionOption() more robust by calling htmlspecialchars() with the ENT_QUOTES parameter, as recommended by [[mw:XSS]]Do an update to fix them!'"
71708;TYPO3 CMS - What's New;null;Bug;;In Progress;Should have;Screenshots to be replaced with 7LTS final release versions;Jigal van Hemert;;TYPO3 CMS 7.6 (CMS 7 LTS);TYPO3 CMS 7.6 (CMS 7 LTS);null;Thu Nov 19 22:44:00 EET 2015;Sun Nov 29 08:09:00 EET 2015;null;null;;20;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"I think the slide should say ''The rootLevel TCA configuration is now fully supported ( this define[?]'''"
71701;Security Guide;null;Task;Suggestion #68167: Create section with recommendations for developers;New;Should have;Do not use second argument of getLL();Helmut Hummel;;Guidelines for Developers;;null;Thu Nov 19 17:22:00 EET 2015;Fri Nov 20 04:21:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"The list of images that should be redone (second line is width x height of the image):BackendUserInterface/be-totalscreenshot1.png1516x858BackendUserInterface/be-totalscreenshot2.png1516x858BackendUserInterface/be-totalscreenshot3.png1516x858BackendUserInterface/be-topbar.jpg (optional)1295x907BackendUserInterface/be-list.png979x570BackendUserInterface/be-table.png944x534BackendUserInterface/be-search.jpg1194x420BackendUserInterface/be-badge.png663x299BackendUserInterface/be-info.jpg1526x897BackendUserInterface/be-functions.png1359x633BackendUserInterface/be-icons.png1115x637BackendUserInterface/UserGroups.png1009x511BackendUserInterface/ExtManager.png1345x689BackendUserInterface/SystemInformation.png1079x400BackendUserInterface/Password.png1018x515BackendUserInterface/ShowContent.png837x602BackendUserInterface/RecyclerTask.png971x491BackendUserInterface/66173.png772x235BackendUserInterface/48947.jpg988x476BackendUserInterface/56133.jpg958x503BackendUserInterface/67574.jpg1730x734BackendUserInterface/67578.jpg1788x1196BackendUserInterface/67603.jpg1284x616BackendUserInterface/68395.png1287x564BackendUserInterface/56282.png2376x1138BackendUserInterface/61799.png1080x563BackendUserInterface/69119.png1208x547'"
71699;Security Guide;null;Task;Suggestion #68167: Create section with recommendations for developers;New;Should have;Introduce different HTML contexts and how API methods we have to encode;Helmut Hummel;;Guidelines for Developers;;null;Thu Nov 19 17:20:00 EET 2015;Fri Nov 20 04:21:00 EET 2015;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"<pre>$html = '<div>' . htmlspecialchars($this->getLanguageService()->getLL('label')) . '</div>',</pre>'"
71617;Documentation;null;Bug;;New;Must have;"Default values not used with new content element by BE-Mod ""New Content Element""";Thomas Wittich;;;;null;Tue Nov 17 01:08:00 EET 2015;Tue Nov 17 01:21:00 EET 2015;null;null;3.00;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"<pre>$output .= '<div data-foo=''' . htmlspecialchars($data) . '''>something</div>',</pre>h2. Tag context<pre>$output .= '<div>' . htmlspecialchars($message) . '</div>',</pre>h2. JavaScript value<pre>$output .= '<script>bar=' . GeneralUtility::quoteJSValue($value) . ',</script>',</pre>'"
